filename,actual letter,predicted letter,result,confidence score
Aclonica-Regular_TTFF_100_0.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_1.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_10.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_11.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_12.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_13.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_14.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_15.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_16.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_17.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_18.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_19.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_2.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_20.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_21.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_22.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_23.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_24.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_25.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_26.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_27.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_28.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_29.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_3.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_30.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_31.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_32.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_33.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_34.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_35.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_36.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_37.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_38.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_39.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_4.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_40.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_41.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_42.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_43.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_44.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_45.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_46.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_47.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_48.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_49.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_5.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_6.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_7.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_8.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_100_9.png,d,d,Pass,1.00
Aclonica-Regular_TTFF_101_0.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_1.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_10.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_11.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_12.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_13.png,e,e,Pass,0.96
Aclonica-Regular_TTFF_101_14.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_15.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_16.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_17.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_18.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_19.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_2.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_20.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_21.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_22.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_23.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_24.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_25.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_26.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_27.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_28.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_29.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_3.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_30.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_31.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_32.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_33.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_34.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_35.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_36.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_37.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_38.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_39.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_4.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_40.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_41.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_42.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_43.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_44.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_45.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_46.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_47.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_48.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_49.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_5.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_6.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_7.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_8.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_101_9.png,e,e,Pass,1.00
Aclonica-Regular_TTFF_102_0.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_1.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_10.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_11.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_12.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_13.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_14.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_15.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_16.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_17.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_18.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_19.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_2.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_20.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_21.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_22.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_23.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_24.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_25.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_26.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_27.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_28.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_29.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_3.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_30.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_31.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_32.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_33.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_34.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_35.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_36.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_37.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_38.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_39.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_4.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_40.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_41.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_42.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_43.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_44.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_45.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_46.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_47.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_48.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_49.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_5.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_6.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_7.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_8.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_102_9.png,f,f,Pass,1.00
Aclonica-Regular_TTFF_103_0.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_1.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_10.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_11.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_12.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_13.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_14.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_15.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_16.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_17.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_18.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_19.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_2.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_20.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_21.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_22.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_23.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_24.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_25.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_26.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_27.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_28.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_29.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_3.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_30.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_31.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_32.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_33.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_34.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_35.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_36.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_37.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_38.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_39.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_4.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_40.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_41.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_42.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_43.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_44.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_45.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_46.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_47.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_48.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_49.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_5.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_6.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_7.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_8.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_103_9.png,g,g,Pass,1.00
Aclonica-Regular_TTFF_104_0.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_1.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_10.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_11.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_12.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_13.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_14.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_15.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_16.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_17.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_18.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_19.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_2.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_20.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_21.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_22.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_23.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_24.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_25.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_26.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_27.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_28.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_29.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_3.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_30.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_31.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_32.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_33.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_34.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_35.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_36.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_37.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_38.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_39.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_4.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_40.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_41.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_42.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_43.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_44.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_45.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_46.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_47.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_48.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_49.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_5.png,h,h,Pass,0.99
Aclonica-Regular_TTFF_104_6.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_7.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_8.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_104_9.png,h,h,Pass,1.00
Aclonica-Regular_TTFF_105_0.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_1.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_10.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_11.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_12.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_13.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_14.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_15.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_16.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_17.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_18.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_19.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_2.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_20.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_21.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_22.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_23.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_24.png,i,i,Pass,1.00
Aclonica-Regular_TTFF_105_25.png,i,i,Pass,0.99
